,tconst,averageRating,numVotes
452492,tt10149868,4.2,1635
452493,tt10149938,7.0,110
452512,tt10150330,7.9,26
452536,tt10150684,6.4,128
452574,tt10151048,5.5,125
452575,tt10151054,5.5,3335
452576,tt10151056,7.7,20
452582,tt10151104,8.5,15
452589,tt10151260,7.1,2495
452590,tt10151270,7.6,9
452597,tt10151496,8.0,21
452615,tt10151630,6.3,8
452617,tt10151656,6.2,83
452635,tt10151800,6.0,6
452637,tt10151838,6.4,14
452641,tt10151866,8.2,73
452648,tt10151968,6.7,9
452662,tt10152200,1.9,178
452665,tt10152214,4.9,217
452672,tt10152332,8.8,9
452693,tt10152662,7.5,7
452701,tt10152722,6.4,409
452702,tt10152736,5.9,30948
452703,tt10152746,8.4,8
452704,tt10152772,6.1,12
452768,tt10153510,7.5,78
452773,tt10153626,5.0,8
452775,tt10153664,5.1,41
452781,tt10153730,6.4,14
452783,tt10153822,9.5,34
452816,tt1015471,6.1,2181
452838,tt10155126,7.1,13
452849,tt10155342,6.7,1096
452910,tt10155932,4.3,42878
452914,tt10155980,7.1,71
452915,tt10156020,5.6,149
452924,tt10156112,7.3,1139
452925,tt10156122,6.0,26
452940,tt10156426,6.2,28
452944,tt10156482,8.8,6
452951,tt10156578,7.5,29
452952,tt10156584,7.1,634
452954,tt10156586,2.7,116
452956,tt10156610,9.5,159
453006,tt10157470,2.8,11
453038,tt10157636,5.7,10
453055,tt10157748,5.7,17
453068,tt10157810,4.7,494
453069,tt10157842,6.2,185
453095,tt10158628,4.8,37
453193,tt10160650,7.2,112
453200,tt10160686,7.8,17
453201,tt10160700,8.4,67
453203,tt10160722,5.2,6
453205,tt10160730,7.2,6
453208,tt10160742,8.8,430
453210,tt10160782,7.6,36
453221,tt10160886,4.8,1567
453223,tt10160896,3.8,302
453231,tt10160974,4.7,1452
453271,tt10161238,6.1,1261
453273,tt10161248,8.0,34
453277,tt10161292,7.4,8
453289,tt10161346,6.8,6
453292,tt10161390,6.1,8
453303,tt1016150,7.8,138160
453315,tt10161666,7.5,85
453324,tt10161718,8.7,7
453339,tt10161886,5.9,27840
453340,tt10161888,6.4,6
453342,tt10161980,3.7,12
453350,tt10162142,7.7,85
453383,tt10162730,3.8,93
453411,tt10162872,7.0,5
453446,tt10163050,7.2,10
453472,tt10163286,6.6,52
453473,tt10163288,6.3,22
453503,tt10164108,6.7,53
453513,tt10164206,5.9,1255
453531,tt10165168,7.2,50
453548,tt10165624,3.3,234
453570,tt10165870,5.4,159
453573,tt10165918,3.6,2252
453587,tt10166508,4.1,748
453608,tt10166642,6.7,434
453616,tt10166750,4.9,10
453628,tt10166836,5.6,10
453632,tt10166880,6.6,162
453647,tt10167116,8.5,6
453664,tt10167422,6.9,376
453693,tt10167982,8.8,22
453704,tt10168094,7.0,11
453717,tt10168338,7.4,87
453727,tt10168462,7.1,29
453747,tt10168670,6.9,33431
453748,tt10168672,4.8,1746
453771,tt10168852,6.6,18
453772,tt10168862,6.1,33
453812,tt10169440,8.1,10
453837,tt10169754,6.8,49
453838,tt10170038,5.7,28
453908,tt10171796,5.7,135
453915,tt10171848,5.3,54
453919,tt10171876,3.2,192
453922,tt10171904,7.5,34
453927,tt10171988,7.8,63
453941,tt10172308,6.7,38
453970,tt10172550,5.8,164
453980,tt10172716,7.5,30
453995,tt10172986,4.5,101
453997,tt10172996,2.2,27
454010,tt10173160,6.8,8
454018,tt10173578,4.3,7
454080,tt10174998,7.2,62
454090,tt10175106,7.4,37
454097,tt10175340,5.5,38
454147,tt10176320,7.1,69
454149,tt10176328,9.9,8
454170,tt10176540,7.1,40
454173,tt10176564,7.2,10
454253,tt10177384,7.8,65
454284,tt10177712,7.2,56
454316,tt10177960,9.5,10
454334,tt10178280,6.5,15
454338,tt10178386,6.9,35
454344,tt10178422,8.9,8
454353,tt10178860,3.9,16
454354,tt10178906,4.0,6
454356,tt10178972,5.2,29
454362,tt10179072,6.4,20
454363,tt10179154,8.8,33
454378,tt10179354,5.7,7
454453,tt10181246,6.2,10
454470,tt10181594,5.3,64
454473,tt10181606,6.8,163
454492,tt10181900,8.2,9
454498,tt10181964,5.8,68
454499,tt10181968,9.2,8
454515,tt10182228,5.4,95
454522,tt10182318,4.2,9
454532,tt10182550,4.8,5
454541,tt10182822,6.7,6365
454567,tt10183542,2.9,940
454579,tt10183616,5.5,614
454580,tt10183654,4.7,10
454583,tt10183674,7.0,34
454584,tt10183682,4.8,127
454586,tt10183728,7.2,10
454588,tt10183776,5.5,7
454592,tt10183816,5.3,17642
454593,tt10183846,5.8,315
454596,tt10183870,5.7,15
454688,tt10185752,8.1,284
454767,tt10187130,8.2,64
454769,tt10187146,7.7,86
454772,tt10187208,6.7,24187
454775,tt1018728,7.3,463
454780,tt10187378,7.2,77
454791,tt10187550,7.2,155
454816,tt1018765,6.1,22691
454819,tt10187680,6.8,5494
454820,tt10187686,7.7,1236
454831,tt10187766,3.0,244
454833,tt10187780,2.1,12
454835,tt10187792,6.3,81
454836,tt10187800,3.9,138
454853,tt10188020,6.7,10
454859,tt10188074,4.0,32
454863,tt10188148,4.4,10
454865,tt10188156,4.9,18
454866,tt10188162,4.1,113
454882,tt10188328,6.0,50
454885,tt10188398,5.5,425
454890,tt10188444,6.4,38
454936,tt10188844,8.0,15
454963,tt10189300,7.4,4611
454981,tt10189466,6.1,190
454991,tt10189514,8.7,118145
454997,tt10189536,4.7,1981
454998,tt10189540,5.9,102
455000,tt10189594,5.8,33
455024,tt10189776,6.2,78
455046,tt10190390,5.6,93
455076,tt10191866,7.6,495
455098,tt10192260,7.1,9
455099,tt10192308,3.4,16
455101,tt10192406,6.5,13770
455102,tt10192466,6.0,10
455106,tt10192566,5.0,3824
455109,tt10192598,6.1,41
455112,tt10192640,5.2,165
455113,tt10192646,8.2,8
455114,tt10192704,5.8,4359
455131,tt10193064,7.3,123
455143,tt10193468,7.3,26
455150,tt10193752,7.2,1346
455157,tt10194058,6.6,8
455158,tt10194080,7.6,78
455199,tt10195210,6.1,507
455201,tt10195288,7.9,40
455207,tt10195336,8.4,15
455217,tt10195452,6.9,3634
455219,tt10195614,2.8,1452
455234,tt10195722,5.6,67
455244,tt10195802,7.0,7
455257,tt10195890,5.7,90
455270,tt10195976,6.0,272
455274,tt10196086,6.4,15
455276,tt10196108,6.3,260
455278,tt10196140,6.5,1306
455279,tt10196142,4.5,2431
455289,tt10196202,7.5,17
455301,tt10196368,7.6,1200
455307,tt10196398,6.7,5829
455310,tt10196440,7.2,160
455312,tt10196464,7.5,5721
455314,tt10196476,8.4,5
455315,tt10196480,6.4,128
455318,tt10196516,6.8,31
455323,tt10196568,8.8,63
455324,tt10196578,7.3,53
455330,tt10196620,5.0,824
455387,tt10197354,8.5,388
455411,tt10197632,4.6,128
455413,tt10197650,5.9,374
455418,tt10197804,4.4,20
455442,tt10198072,4.6,946
455467,tt10198270,7.1,17
455481,tt10198564,4.2,1313
455496,tt10198698,7.5,10
455519,tt10198944,8.6,30
455521,tt10198952,5.7,17
455564,tt10199586,6.7,9753
455565,tt10199588,5.2,29
455566,tt10199590,7.6,25832
455569,tt10199640,7.2,11523
455572,tt10199664,7.2,1512
455574,tt10199668,5.7,296
455575,tt10199670,4.6,1233
455598,tt10199914,6.8,16377
455607,tt10199974,8.0,4621
455632,tt10200522,2.3,28
455642,tt1020072,7.5,92633
455658,tt10201328,5.6,104
455716,tt10203276,6.7,6
455734,tt10203480,5.3,18
455740,tt10203762,5.0,15
455741,tt10203788,5.6,67
455743,tt10203842,7.2,1143
455765,tt10203940,3.3,147
455768,tt10203982,5.6,201
455779,tt10204060,6.2,39
455782,tt10204276,9.2,64
455785,tt10204300,5.6,31
455787,tt10204316,3.6,134
455789,tt10204366,6.7,1619
455791,tt10204392,7.0,7
455792,tt10204512,3.6,687
455807,tt10204704,3.8,78
455811,tt10204756,6.6,40
455836,tt10204940,7.3,2441
455842,tt10204998,5.0,549
455844,tt10205016,6.9,13
455846,tt10205046,5.4,113
455860,tt10205358,5.7,53
455895,tt10206162,5.9,20
455896,tt10206188,6.9,827
455897,tt10206204,4.5,29
455913,tt10206400,5.1,257
455934,tt10206614,6.2,173
455936,tt10206818,6.6,548
456005,tt10207532,8.5,8
456010,tt10207562,6.6,9
456013,tt10207588,9.6,86
456025,tt10207710,4.8,1041
456027,tt10207850,4.8,421
456037,tt10207954,6.8,621
456054,tt10208192,6.5,144
456055,tt10208194,6.7,2662
456056,tt10208198,6.9,16190
456072,tt10208494,6.3,17
456079,tt10208548,6.2,258
456129,tt10209164,6.5,126
456141,tt10209268,5.8,18
456199,tt1020982,6.2,165
456209,tt10209956,8.0,29
456211,tt10209962,6.4,8
456266,tt10210810,8.9,9
456269,tt10210882,6.4,89
456311,tt10213066,4.7,21
456316,tt10213294,4.4,38
456321,tt10213380,6.6,1284
456327,tt10213454,7.3,35
456353,tt10214162,6.4,17
456354,tt10214178,8.0,6
456355,tt10214198,5.4,28
456357,tt10214220,8.3,49
456360,tt10214316,4.8,157
456371,tt10214496,7.2,994
456372,tt10214520,6.8,48
456374,tt10214542,7.2,6
456375,tt10214584,7.6,34
456383,tt10214754,7.0,236
456384,tt10214826,8.3,14709
456387,tt10214842,4.2,1507
456389,tt10214900,8.0,13
456390,tt10214908,2.9,12
456394,tt10215026,5.6,143
456398,tt10215134,7.2,83
456426,tt10215424,7.0,1781
456440,tt10216812,1.5,202
456449,tt10217148,8.2,27
456461,tt10217460,7.3,13
456474,tt10217550,7.3,2385
456477,tt10217566,8.5,36
456485,tt10217620,8.6,5
456486,tt10217624,7.2,142
456503,tt10217780,6.0,242
456520,tt10217930,6.7,50
456534,tt10218112,9.9,45
456539,tt10218172,3.4,125
456550,tt10218664,6.2,2235
456551,tt10218674,5.7,1016
456555,tt10218782,4.8,37
456558,tt10218838,4.6,309
456560,tt10218878,5.0,8
456564,tt10218912,5.0,2865
456580,tt10219120,7.2,5
456581,tt10219146,7.2,1048
456613,tt10219406,6.0,370
456624,tt10219512,5.0,16
456626,tt10219674,5.2,143
456630,tt10219730,3.9,12
456640,tt10220138,8.7,6
456645,tt10220248,8.2,7
456646,tt10220406,2.6,251
456674,tt10221732,6.7,19
456686,tt10222594,2.0,27
456695,tt10222752,4.8,161
456725,tt10223114,5.1,48
456746,tt10223460,6.1,34003
456752,tt10223546,6.1,773
456753,tt10223552,6.7,453
456764,tt10223876,2.9,377
456839,tt10224624,6.0,489
456857,tt10224714,5.2,16
456870,tt10224808,5.7,39
456881,tt10224912,7.6,10
456894,tt10225092,6.6,222
456896,tt10225098,8.9,9
456911,tt10225288,6.4,194
456916,tt10225400,3.5,20
456934,tt10225926,4.2,424
456935,tt10226012,6.4,18
456959,tt10227282,8.8,15
456991,tt10228134,5.6,32389
456993,tt10228168,6.7,7352
456995,tt10228180,6.1,189
456997,tt10228188,5.8,79
456998,tt10228204,6.3,1148
457001,tt10228214,6.1,65
457017,tt10228546,6.4,409
457029,tt1022871,4.9,13
457049,tt10228976,5.4,30
457056,tt10229068,8.8,23
457078,tt10229550,4.3,33
457080,tt10229558,6.1,18303
457082,tt10229588,7.1,17
457083,tt10229598,7.1,2275
457084,tt10229602,5.5,224
457106,tt10229794,5.8,410
457107,tt10229824,7.4,46
457110,tt10229846,6.2,309
457112,tt10229930,5.4,16
457113,tt10229932,7.2,373
457114,tt10229936,5.4,76
457115,tt10229982,6.7,1834
457121,tt10230042,5.3,11
457132,tt10230288,7.0,35
457133,tt10230290,7.2,38
457138,tt10230316,7.4,49
457148,tt10230376,4.4,76
457149,tt10230404,4.4,5491
457151,tt10230414,6.8,7778
457152,tt10230422,5.8,5740
457153,tt10230426,4.1,18862
457154,tt10230436,7.5,1399
457157,tt10230492,5.6,157
457160,tt10230576,7.3,101
457162,tt10230590,6.2,30
457171,tt10230994,5.7,26808
457207,tt10231478,7.1,19
457211,tt10231726,3.3,139
457214,tt10231812,7.6,8
457218,tt10232096,5.0,16
457240,tt10232800,7.6,5
457248,tt10233050,7.9,38
457261,tt10233354,4.2,33
457267,tt10233388,7.4,116
457274,tt10233406,3.8,146
457290,tt10233502,6.7,26
457291,tt10233504,6.5,21
457310,tt10233718,7.1,2491
457335,tt10234010,8.7,12
457340,tt10234040,7.9,11
457347,tt10234084,4.2,67
457366,tt10234240,7.1,102
457392,tt10234450,2.8,273
457395,tt10234470,4.7,98
457398,tt10234494,3.8,56
457409,tt1023464,2.8,555
457411,tt10234650,5.1,21
457416,tt10234732,8.6,9
457418,tt10234740,5.3,29
457463,tt10234990,4.9,110
457464,tt10234992,5.1,12
457468,tt10235018,3.4,32
457481,tt10235118,9.6,24
457502,tt10235600,3.6,1306
457503,tt10235670,6.2,319
457506,tt10235718,4.9,2417
457510,tt10235786,6.4,20
457523,tt10236328,6.9,10
457583,tt10237592,5.3,77
457586,tt10237612,7.1,753
457599,tt10237902,7.7,506
457601,tt10238198,8.2,11
457615,tt10238358,6.4,7
457618,tt10238520,4.8,11
457623,tt10238680,7.1,48
457626,tt10238708,4.4,235
457629,tt10238748,6.0,9
457632,tt10238816,7.8,78
457635,tt10238890,3.2,15
457648,tt10239320,6.2,560
457661,tt10239930,3.3,947
457675,tt10240656,5.9,95
457680,tt10240688,6.3,392
457686,tt10240720,4.9,96
457692,tt10240752,5.2,25
457695,tt10240886,7.4,127
457699,tt10241002,2.5,7
457702,tt10241024,6.3,51
457715,tt10241130,8.5,14
457754,tt10241582,7.4,57
457774,tt10241746,6.5,62
457776,tt10241772,5.4,2765
457813,tt10242388,5.6,22109
457829,tt10242898,8.1,13
457839,tt10243430,3.0,27
457842,tt10243608,6.7,6
457847,tt10243656,6.0,6
457849,tt10243676,5.5,682
457850,tt10243678,6.5,4891
457852,tt10243774,6.2,25
457862,tt10243870,7.4,19
457865,tt10243992,6.2,9296
457866,tt10244008,5.7,448
457878,tt10244396,7.8,6
457880,tt10244450,8.6,9
457882,tt10244472,4.4,64
457884,tt10244544,9.2,12
457885,tt10244550,6.6,70
457889,tt10244592,6.0,30
457920,tt10244726,6.7,1173
457925,tt10244754,6.8,868
457926,tt10244756,6.8,349
457928,tt10244760,6.4,531
457931,tt10244774,3.8,169
457936,tt10244800,8.3,18
457944,tt10244910,6.6,18
457961,tt10245106,7.1,73
457967,tt10245360,4.2,139
457975,tt10245450,8.1,154
457992,tt10245616,6.2,34
457996,tt10245776,3.2,249
458015,tt10245928,5.1,14
458016,tt10245956,6.6,43
458023,tt10246058,7.5,6
458028,tt10246140,6.8,14
458071,tt10247160,8.3,36
458106,tt10247678,3.3,4023
458108,tt10247750,6.3,80
458132,tt10248334,7.1,450
458133,tt10248344,3.6,83
458148,tt1024855,5.1,1219
458215,tt10249374,7.6,145
458258,tt10249780,7.1,1354
458263,tt10249842,4.0,8
458310,tt10250750,5.4,234
458313,tt10250790,7.6,12
458315,tt10250826,6.2,5
458323,tt10250868,5.8,49
458342,tt1025100,5.7,115392
458347,tt1025102,5.5,393
458348,tt10251034,7.6,74
458368,tt10251300,5.3,63
458371,tt10251434,4.7,441
458372,tt10251538,5.4,934
458379,tt10251962,5.4,78
458380,tt10252064,3.4,8
458383,tt10252330,6.5,747
458407,tt10253466,5.6,2860
458420,tt10253816,6.7,1370
458438,tt10254472,6.7,131
458450,tt10254662,5.2,36
458488,tt10254960,5.4,114
458491,tt10254986,6.8,646
458509,tt10255320,3.5,452
458515,tt10255374,4.2,294
458534,tt10255880,7.6,8
458562,tt10256196,7.0,10
458568,tt10256238,8.1,1018
458578,tt10256570,6.7,2476
458584,tt10256818,8.8,58
458586,tt10256894,4.8,75
458598,tt10257110,6.1,78
458614,tt10257496,2.5,12
458622,tt10257924,3.1,66
458644,tt10259162,5.7,76
458678,tt10260042,7.0,1710
458695,tt10260294,4.0,1097
458703,tt10260382,7.4,93
458705,tt10260408,8.3,332
458717,tt10260534,4.6,659
458720,tt10260554,3.6,22
458731,tt10260672,5.7,18
458733,tt10260692,5.4,1358
458738,tt10260810,4.0,28
458739,tt10260844,3.7,740
458774,tt10261338,5.9,244
458809,tt10262112,6.4,15
458811,tt10262160,4.9,134
458812,tt10262168,4.0,69
458819,tt10262346,5.2,43
458822,tt10262380,5.8,4240
458828,tt10262492,3.8,54
458829,tt10262522,6.4,46
458833,tt10262632,6.8,16
458834,tt10262648,7.2,12233
458837,tt10262712,6.2,127
458852,tt10262784,8.4,6
458861,tt10263296,7.3,109
458864,tt10263320,1.4,9022
458875,tt10263514,6.2,17
458896,tt10264016,8.0,6
458908,tt10264286,6.8,13
458920,tt10264340,2.4,3293
458926,tt10264562,9.0,13
458929,tt10264732,7.4,59
458930,tt10264878,5.7,552
458937,tt10265034,6.6,11685
458951,tt10265444,6.8,56
458975,tt10266862,7.7,16
458982,tt10267020,5.3,32
458994,tt10267396,7.5,500
458997,tt10267436,5.2,15
459014,tt10267720,6.9,16
459073,tt10268316,4.4,22
459074,tt10268436,6.8,13
459076,tt10268488,6.8,19417
459077,tt10268496,5.1,10
459080,tt10268550,6.6,901
459082,tt10268654,6.8,20
459087,tt10268708,7.0,57
459093,tt10268922,5.4,236
459094,tt10269016,6.8,146
459108,tt10269474,6.8,6
459123,tt10269620,5.1,45
459126,tt10269680,4.2,323
459127,tt10269684,3.7,221
459138,tt10269890,4.7,287
459146,tt10270008,8.4,10
459152,tt10270100,3.5,46
459153,tt10270114,3.3,282
459154,tt10270122,7.0,16
459159,tt10270164,3.2,47
459161,tt10270204,6.1,117
459193,tt10270344,6.7,83
459202,tt10270416,3.1,1005
459205,tt10270592,5.5,389
459228,tt10270944,4.5,16
459250,tt10271516,6.6,42
459254,tt10271638,5.6,55
459275,tt10272290,7.7,13
459279,tt10272386,8.2,159794
459280,tt10272460,7.0,258
459281,tt10272534,6.3,5991
459304,tt10272966,6.3,202
459310,tt10273074,7.4,43
459337,tt10273384,2.4,310
459365,tt10273738,7.2,32
459380,tt10274124,8.0,10
459391,tt10274284,5.4,9448
459410,tt10274466,2.0,40
459419,tt10274594,7.0,278
459420,tt10274598,3.4,21
459437,tt10274962,6.4,19
459465,tt10275080,2.1,300
459472,tt10275180,4.0,26
459484,tt10275398,5.0,50
459485,tt10275440,6.0,516
459488,tt10275546,7.0,713
459495,tt10275986,8.5,27
459499,tt10276054,6.1,168
459501,tt10276074,8.1,15
459505,tt10276114,8.4,67
459511,tt10276160,4.9,240
459525,tt10276328,4.3,131
459545,tt10276470,6.1,14123
459549,tt10276554,7.6,517
459565,tt10276706,1.6,392
459597,tt10277744,7.0,7
459623,tt10278136,6.5,17
459634,tt10278276,4.2,41
459636,tt10278294,4.3,10
459648,tt10278386,3.8,200
459654,tt10278446,8.2,14
459659,tt10278510,5.7,7
459677,tt1027873,3.4,517
459693,tt10278930,8.1,383
459698,tt10279010,5.9,676
459699,tt10279092,7.6,55
459700,tt10279102,6.3,51
459701,tt10279104,7.1,35
459708,tt10279276,6.9,15
459713,tt10279362,5.9,7769
459741,tt10280172,4.5,85
459750,tt10280220,6.6,474
459759,tt10280276,4.2,73730
459760,tt10280296,8.4,43311
459787,tt10280636,7.8,9
459788,tt10280638,5.0,5
459814,tt10281468,2.3,30
459816,tt10281564,7.1,19
459872,tt10283234,7.8,12
459880,tt10283270,6.2,1043
459926,tt10283902,4.7,2747
459928,tt10283960,6.3,86
459929,tt10283978,7.8,9
459964,tt10284716,5.4,79
459986,tt10285158,8.8,6
460038,tt10285752,6.3,267
460044,tt10285826,7.7,10
460059,tt10286140,6.4,126
460077,tt10286746,5.2,82
460099,tt10287376,5.9,800
460109,tt10287616,6.1,187
460112,tt10287812,8.1,22
460114,tt10287880,6.6,87
460115,tt10287908,5.8,349
460116,tt10287954,7.0,21954
460125,tt10288202,4.0,22
460128,tt10288246,7.4,155
460131,tt10288320,6.1,262
460141,tt10288566,7.7,165943
460151,tt10288820,5.4,177
460157,tt10288952,6.5,63
460161,tt10289196,6.7,11
460172,tt10289896,8.2,12
460177,tt10289996,7.5,1410
460180,tt10290062,6.8,186
460182,tt10290116,6.2,1448
460183,tt10290160,7.0,109
460184,tt10290198,6.3,30
460185,tt10290218,6.4,92
460187,tt10290244,7.2,268
460196,tt10290352,6.4,548
460197,tt10290510,5.5,627
460211,tt10290998,7.4,112
460239,tt10291544,5.2,704
460258,tt10292050,5.9,355
460260,tt10292070,7.3,19
460263,tt10292116,6.8,56
460278,tt1029231,5.3,23820
460279,tt10292338,6.1,7
460318,tt10292952,7.4,45
460320,tt10292974,5.9,17
460330,tt10293074,6.0,63
460348,tt10293308,3.1,608
460358,tt10293406,6.8,178610
460361,tt10293464,9.4,9
460362,tt10293476,7.4,11
460365,tt1029360,4.9,59087
460381,tt10293664,7.6,13
460407,tt10293884,6.2,50
460412,tt10293932,7.8,13
460433,tt10294046,4.9,16
460434,tt10294052,4.3,135
460452,tt10294344,5.1,50
460468,tt10294458,7.5,22
460483,tt10294858,7.6,633
460489,tt10295074,6.8,245
460490,tt10295106,2.1,19
460493,tt10295212,8.4,123205
460498,tt10295314,3.7,793
460501,tt10295430,3.5,346
460514,tt10295602,6.1,864
460527,tt10295824,4.3,96
460528,tt10295834,5.7,110
460530,tt10295902,6.3,138
460534,tt10295936,5.2,281
460556,tt10296414,8.5,11
460580,tt10297320,3.9,338
460585,tt10297530,5.5,165
460600,tt10298024,9.3,24
460601,tt10298052,4.2,31
460607,tt10298202,8.0,44
460622,tt10298454,6.4,293
460624,tt10298490,8.6,8
460642,tt10298712,5.1,26
460645,tt10298810,6.1,108753
460646,tt10298840,5.6,34388
460647,tt10298870,6.1,121
460663,tt10299136,7.4,5
460664,tt10299138,7.4,57
460665,tt10299144,6.4,9
460666,tt10299146,7.3,270
460673,tt10299400,8.0,14
460676,tt10299528,5.4,21
460685,tt10299780,4.8,296
460687,tt10299842,6.7,77
460688,tt10299856,7.1,11
460690,tt10299902,4.7,311
460692,tt10299932,3.8,12
460702,tt10300166,5.1,22
460703,tt10300174,6.7,954
460707,tt10300254,7.0,28
460712,tt10300276,3.6,9
460715,tt10300286,5.3,128
460717,tt10300302,5.2,5
460718,tt10300304,8.9,9
460725,tt10300380,3.5,429
460729,tt10300450,3.4,836
460732,tt10300570,8.8,3849
460734,tt10300602,4.2,6
460738,tt10300646,3.7,8
460740,tt10300662,5.1,390
460742,tt10300674,5.1,179
460744,tt10300682,8.5,7
460746,tt10300704,3.6,278
460747,tt10300710,6.2,317
460772,tt10301262,5.5,30
460853,tt10302896,6.0,21
460878,tt10303148,6.4,5
460898,tt10303286,4.3,10
460900,tt10303324,4.0,11497
460905,tt10303430,5.5,9084
460938,tt10303892,4.7,1611
460941,tt10303954,6.1,291
460942,tt10304022,7.6,12
460950,tt10304142,6.1,64868
460981,tt10305328,2.1,561
460995,tt10305616,5.8,1135
461004,tt10305872,4.5,71
461006,tt10305920,8.9,18
461016,tt10306104,7.0,6
461021,tt10306228,6.9,1874
461030,tt10306450,4.8,545
461037,tt10306516,5.8,302
461053,tt10307440,6.0,9159
461067,tt10307724,5.4,3621
461073,tt10307786,4.9,21
461075,tt10307856,4.7,832
461078,tt10307890,9.0,16
461082,tt10307922,5.8,382
461083,tt10307944,8.1,13
461106,tt10308160,7.3,21
461122,tt10308474,7.1,276
461124,tt10308500,8.1,41
461125,tt10308502,4.4,388
461126,tt10308528,8.2,32
461127,tt10308538,6.2,120
461131,tt10308630,7.9,7
461133,tt10308634,7.3,1021
461135,tt10308674,4.0,38
461136,tt10308686,6.3,877
461139,tt10308776,7.7,20
461142,tt10308878,3.4,1194
461144,tt10308928,4.6,11894
461156,tt10308998,6.4,24
461162,tt10309212,5.3,7
461163,tt10309216,6.8,28
461164,tt10309218,6.2,259
461176,tt10309362,6.2,25
461183,tt10309552,5.5,4616
461185,tt10309574,6.6,451
461187,tt10309670,5.9,118
461193,tt10309902,6.3,27539
461194,tt10309906,5.8,9909
461204,tt10310000,7.6,7
461205,tt10310010,3.6,244
461208,tt10310074,5.9,1058
461209,tt10310096,7.5,970
461210,tt10310140,5.9,27280
461220,tt10310222,6.2,1803
461229,tt10310866,6.3,37
461231,tt10311018,7.4,2064
461242,tt10311216,7.3,10
461274,tt10312214,8.0,15
461307,tt10312668,8.3,3002
461346,tt10312914,6.2,6
461352,tt10312956,6.4,17
461358,tt10312990,6.5,28
461376,tt10313192,5.5,29
461382,tt10313218,7.8,630
461430,tt10313564,2.7,38
461447,tt10313748,7.1,85
461456,tt10313806,3.6,371
461463,tt10313876,7.3,264
461481,tt10314040,4.4,718
461504,tt10314344,5.0,262
461514,tt10314450,5.9,17754
461520,tt10314506,6.0,6
461523,tt10314526,5.5,14
461527,tt10314548,5.8,1410
461538,tt10314760,7.5,13
461541,tt10314886,6.5,10
461550,tt10315050,6.3,184
461553,tt10315070,6.2,25
461555,tt10315082,5.3,121
461599,tt10316018,5.9,74
461618,tt1031658,4.2,452
461696,tt10318096,6.5,10
461713,tt10318332,7.0,1078
461722,tt10318440,5.3,161
461736,tt10318842,7.0,11
461742,tt10319078,7.5,30
461764,tt10319486,3.9,4009
461778,tt10319676,2.6,243
461790,tt10319778,7.4,11
461798,tt10319998,7.2,135
461804,tt10320050,7.0,6870
461810,tt10320120,5.5,6
461874,tt10321138,2.9,26
461920,tt10322172,3.9,37
461925,tt10322274,7.4,23608
461926,tt10322278,4.8,23
461969,tt10322456,9.8,5
461973,tt10322520,7.4,19
461982,tt10322592,5.9,54
461994,tt10322700,7.0,17
461995,tt10322726,5.9,134
461996,tt10322734,4.0,14
462009,tt10322936,6.0,258
462029,tt10323168,5.4,122
462030,tt10323178,4.3,385
